type,game_id,home_team,away_team,week,season,state_of_game,game_url,home_score,away_score
pre,2014082202,NYJ,NYG,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082202/2014082202_gtd.json,24.0,35.0
pre,2014082203,GB,OAK,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082203/2014082203_gtd.json,31.0,21.0
pre,2014082204,SEA,CHI,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082204/2014082204_gtd.json,34.0,6.0
pre,2014082300,BUF,TB,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082300/2014082300_gtd.json,14.0,27.0
pre,2014082307,ATL,TEN,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082307/2014082307_gtd.json,17.0,24.0
pre,2014082301,MIA,DAL,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082301/2014082301_gtd.json,25.0,20.0
pre,2014082302,BAL,WAS,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082302/2014082302_gtd.json,23.0,17.0
pre,2014082303,CLE,STL,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082303/2014082303_gtd.json,14.0,33.0
pre,2014082304,IND,NO,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082304/2014082304_gtd.json,17.0,23.0
pre,2014082305,KC,MIN,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082305/2014082305_gtd.json,12.0,30.0
pre,2014082306,DEN,HOU,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082306/2014082306_gtd.json,17.0,18.0
pre,2014082400,SF,SD,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082400/2014082400_gtd.json,21.0,7.0
pre,2014082401,ARI,CIN,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082401/2014082401_gtd.json,13.0,19.0
pre,2014082800,JAC,ATL,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082800/2014082800_gtd.json,14.0,24.0
pre,2014082801,BUF,DET,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082801/2014082801_gtd.json,0.0,23.0
pre,2014082802,CIN,IND,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082802/2014082802_gtd.json,35.0,7.0
pre,2014082803,GB,KC,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082803/2014082803_gtd.json,34.0,14.0
pre,2014082804,MIA,STL,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082804/2014082804_gtd.json,14.0,13.0
pre,2014082805,PHI,NYJ,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082805/2014082805_gtd.json,37.0,7.0
pre,2014082806,NYG,NE,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082806/2014082806_gtd.json,16.0,13.0
pre,2014082807,PIT,CAR,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082807/2014082807_gtd.json,0.0,10.0
pre,2014082808,TB,WAS,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082808/2014082808_gtd.json,10.0,24.0
pre,2014082809,CLE,CHI,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082809/2014082809_gtd.json,33.0,13.0
pre,2014082810,DAL,DEN,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082810/2014082810_gtd.json,3.0,27.0
pre,2014082811,HOU,SF,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082811/2014082811_gtd.json,13.0,40.0
pre,2014082812,NO,BAL,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082812/2014082812_gtd.json,13.0,22.0
pre,2014082813,TEN,MIN,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082813/2014082813_gtd.json,3.0,19.0
pre,2014082814,OAK,SEA,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082814/2014082814_gtd.json,41.0,31.0
pre,2014082815,SD,ARI,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082815/2014082815_gtd.json,12.0,9.0
reg,2014090400,SEA,GB,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014090400/2014090400_gtd.json,36.0,16.0
reg,2014090700,ATL,NO,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014090700/2014090700_gtd.json,37.0,34.0
reg,2014090709,STL,MIN,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014090709/2014090709_gtd.json,6.0,34.0
reg,2014090708,PIT,CLE,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014090708/2014090708_gtd.json,30.0,27.0
reg,2014090707,PHI,JAC,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014090707/2014090707_gtd.json,34.0,17.0
reg,2014090706,NYJ,OAK,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014090706/2014090706_gtd.json,19.0,14.0
reg,2014090701,BAL,CIN,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014090701/2014090701_gtd.json,16.0,23.0
reg,2014090702,CHI,BUF,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014090702/2014090702_gtd.json,20.0,23.0
reg,2014090703,HOU,WAS,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014090703/2014090703_gtd.json,17.0,6.0
reg,2014090704,KC,TEN,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014090704/2014090704_gtd.json,10.0,26.0
reg,2014090705,MIA,NE,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014090705/2014090705_gtd.json,33.0,20.0
reg,2014090711,TB,CAR,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014090711/2014090711_gtd.json,14.0,20.0
reg,2014090710,DAL,SF,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014090710/2014090710_gtd.json,17.0,28.0
reg,2014090712,DEN,IND,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014090712/2014090712_gtd.json,31.0,24.0
reg,2014090800,DET,NYG,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014090800/2014090800_gtd.json,35.0,14.0
reg,2014090801,ARI,SD,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014090801/2014090801_gtd.json,18.0,17.0
reg,2014091100,BAL,PIT,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014091100/2014091100_gtd.json,26.0,6.0
reg,2014091400,BUF,MIA,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014091400/2014091400_gtd.json,29.0,10.0
reg,2014091407,WAS,JAC,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014091407/2014091407_gtd.json,41.0,10.0
reg,2014091406,TEN,DAL,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014091406/2014091406_gtd.json,10.0,26.0
reg,2014091405,NYG,ARI,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014091405/2014091405_gtd.json,14.0,25.0
reg,2014091404,MIN,NE,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014091404/2014091404_gtd.json,7.0,30.0
reg,2014091403,CLE,NO,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014091403/2014091403_gtd.json,26.0,24.0
reg,2014091402,CIN,ATL,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014091402/2014091402_gtd.json,24.0,10.0
reg,2014091401,CAR,DET,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014091401/2014091401_gtd.json,24.0,7.0
reg,2014091409,TB,STL,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014091409/2014091409_gtd.json,17.0,19.0
reg,2014091408,SD,SEA,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014091408/2014091408_gtd.json,30.0,21.0
reg,2014091412,OAK,HOU,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014091412/2014091412_gtd.json,14.0,30.0
reg,2014091411,GB,NYJ,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014091411/2014091411_gtd.json,31.0,24.0
reg,2014091410,DEN,KC,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014091410/2014091410_gtd.json,24.0,17.0
reg,2014091413,SF,CHI,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014091413/2014091413_gtd.json,20.0,28.0
reg,2014091500,IND,PHI,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014091500/2014091500_gtd.json,27.0,30.0
reg,2014091800,ATL,TB,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014091800/2014091800_gtd.json,56.0,14.0
reg,2014092100,BUF,SD,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092100/2014092100_gtd.json,10.0,22.0
reg,2014092109,STL,DAL,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092109/2014092109_gtd.json,31.0,34.0
reg,2014092108,PHI,WAS,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092108/2014092108_gtd.json,37.0,34.0
reg,2014092107,NYG,HOU,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092107/2014092107_gtd.json,30.0,17.0
reg,2014092106,NO,MIN,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092106/2014092106_gtd.json,20.0,9.0
reg,2014092101,CIN,TEN,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092101/2014092101_gtd.json,33.0,7.0
reg,2014092102,CLE,BAL,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092102/2014092102_gtd.json,21.0,23.0
reg,2014092103,DET,GB,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092103/2014092103_gtd.json,19.0,7.0
reg,2014092104,JAC,IND,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092104/2014092104_gtd.json,17.0,44.0
reg,2014092105,NE,OAK,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092105/2014092105_gtd.json,16.0,9.0
reg,2014092110,ARI,SF,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092110/2014092110_gtd.json,23.0,14.0
reg,2014092112,SEA,DEN,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092112/2014092112_gtd.json,26.0,20.0
reg,2014092111,MIA,KC,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092111/2014092111_gtd.json,15.0,34.0
reg,2014092113,CAR,PIT,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092113/2014092113_gtd.json,19.0,37.0
reg,2014092200,NYJ,CHI,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092200/2014092200_gtd.json,19.0,27.0
reg,2014092500,WAS,NYG,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092500/2014092500_gtd.json,14.0,45.0
reg,2014092801,CHI,GB,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092801/2014092801_gtd.json,17.0,38.0
reg,2014092802,HOU,BUF,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092802/2014092802_gtd.json,23.0,17.0
reg,2014092803,IND,TEN,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092803/2014092803_gtd.json,41.0,17.0
reg,2014092800,BAL,CAR,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092800/2014092800_gtd.json,38.0,10.0
reg,2014092805,NYJ,DET,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092805/2014092805_gtd.json,17.0,24.0
reg,2014092807,PIT,TB,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092807/2014092807_gtd.json,24.0,27.0
reg,2014092806,OAK,MIA,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092806/2014092806_gtd.json,14.0,38.0
reg,2014092808,SD,JAC,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092808/2014092808_gtd.json,33.0,14.0
reg,2014092809,SF,PHI,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092809/2014092809_gtd.json,26.0,21.0
reg,2014092804,MIN,ATL,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092804/2014092804_gtd.json,41.0,28.0
reg,2014092810,DAL,NO,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092810/2014092810_gtd.json,38.0,17.0
reg,2014092900,KC,NE,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014092900/2014092900_gtd.json,41.0,14.0
reg,2014100200,GB,MIN,5,2014,POST,http://www.nfl.com/liveupdate/game-center/2014100200/2014100200_gtd.json,42.0,10.0
reg,2014100500,CAR,CHI,5,2014,POST,http://www.nfl.com/liveupdate/game-center/2014100500/2014100500_gtd.json,31.0,24.0
reg,2014100508,TEN,CLE,5,2014,POST,http://www.nfl.com/liveupdate/game-center/2014100508/2014100508_gtd.json,28.0,29.0
reg,2014100507,PHI,STL,5,2014,POST,http://www.nfl.com/liveupdate/game-center/2014100507/2014100507_gtd.json,34.0,28.0
reg,2014100506,NYG,ATL,5,2014,POST,http://www.nfl.com/liveupdate/game-center/2014100506/2014100506_gtd.json,30.0,20.0
reg,2014100505,NO,TB,5,2014,POST,http://www.nfl.com/liveupdate/game-center/2014100505/2014100505_gtd.json,37.0,31.0
reg,2014100501,DAL,HOU,5,2014,POST,http://www.nfl.com/liveupdate/game-center/2014100501/2014100501_gtd.json,20.0,17.0
reg,2014100502,DET,BUF,5,2014,POST,http://www.nfl.com/liveupdate/game-center/2014100502/2014100502_gtd.json,14.0,17.0
reg,2014100503,IND,BAL,5,2014,POST,http://www.nfl.com/liveupdate/game-center/2014100503/2014100503_gtd.json,20.0,13.0
reg,2014100504,JAC,PIT,5,2014,POST,http://www.nfl.com/liveupdate/game-center/2014100504/2014100504_gtd.json,9.0,17.0
reg,2014100509,DEN,ARI,5,2014,POST,http://www.nfl.com/liveupdate/game-center/2014100509/2014100509_gtd.json,41.0,20.0
reg,2014100511,SF,KC,5,2014,POST,http://www.nfl.com/liveupdate/game-center/2014100511/2014100511_gtd.json,22.0,17.0
reg,2014100510,SD,NYJ,5,2014,POST,http://www.nfl.com/liveupdate/game-center/2014100510/2014100510_gtd.json,31.0,0.0
reg,2014100512,NE,CIN,5,2014,POST,http://www.nfl.com/liveupdate/game-center/2014100512/2014100512_gtd.json,43.0,17.0
reg,2014100600,WAS,SEA,5,2014,POST,http://www.nfl.com/liveupdate/game-center/2014100600/2014100600_gtd.json,17.0,27.0
reg,2014100900,HOU,IND,6,2014,POST,http://www.nfl.com/liveupdate/game-center/2014100900/2014100900_gtd.json,28.0,33.0
reg,2014101203,CLE,PIT,6,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101203/2014101203_gtd.json,31.0,10.0
reg,2014101201,BUF,NE,6,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101201/2014101201_gtd.json,22.0,37.0
reg,2014101202,CIN,CAR,6,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101202/2014101202_gtd.json,37.0,37.0
reg,2014101208,TEN,JAC,6,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101208/2014101208_gtd.json,16.0,14.0
reg,2014101204,MIA,GB,6,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101204/2014101204_gtd.json,24.0,27.0
reg,2014101205,MIN,DET,6,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101205/2014101205_gtd.json,3.0,17.0
reg,2014101206,NYJ,DEN,6,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101206/2014101206_gtd.json,17.0,31.0
reg,2014101207,TB,BAL,6,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101207/2014101207_gtd.json,17.0,48.0
reg,2014101209,OAK,SD,6,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101209/2014101209_gtd.json,28.0,31.0
reg,2014101200,ATL,CHI,6,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101200/2014101200_gtd.json,13.0,27.0
reg,2014101211,SEA,DAL,6,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101211/2014101211_gtd.json,23.0,30.0
reg,2014101210,ARI,WAS,6,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101210/2014101210_gtd.json,30.0,20.0
reg,2014101212,PHI,NYG,6,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101212/2014101212_gtd.json,27.0,0.0
reg,2014101300,STL,SF,6,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101300/2014101300_gtd.json,17.0,31.0
reg,2014101600,NE,NYJ,7,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101600/2014101600_gtd.json,27.0,25.0
reg,2014101900,BAL,ATL,7,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101900/2014101900_gtd.json,29.0,7.0
reg,2014101908,WAS,TEN,7,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101908/2014101908_gtd.json,19.0,17.0
reg,2014101907,STL,SEA,7,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101907/2014101907_gtd.json,28.0,26.0
reg,2014101906,JAC,CLE,7,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101906/2014101906_gtd.json,24.0,6.0
reg,2014101905,IND,CIN,7,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101905/2014101905_gtd.json,27.0,0.0
reg,2014101901,BUF,MIN,7,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101901/2014101901_gtd.json,17.0,16.0
reg,2014101902,CHI,MIA,7,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101902/2014101902_gtd.json,14.0,27.0
reg,2014101903,DET,NO,7,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101903/2014101903_gtd.json,24.0,23.0
reg,2014101904,GB,CAR,7,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101904/2014101904_gtd.json,38.0,17.0
reg,2014101909,SD,KC,7,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101909/2014101909_gtd.json,20.0,23.0
reg,2014101911,OAK,ARI,7,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101911/2014101911_gtd.json,13.0,24.0
reg,2014101910,DAL,NYG,7,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101910/2014101910_gtd.json,31.0,21.0
reg,2014101912,DEN,SF,7,2014,POST,http://www.nfl.com/liveupdate/game-center/2014101912/2014101912_gtd.json,42.0,17.0
reg,2014102000,PIT,HOU,7,2014,POST,http://www.nfl.com/liveupdate/game-center/2014102000/2014102000_gtd.json,30.0,23.0
reg,2014102300,DEN,SD,8,2014,POST,http://www.nfl.com/liveupdate/game-center/2014102300/2014102300_gtd.json,35.0,21.0
reg,2014102600,ATL,DET,8,2014,POST,http://www.nfl.com/liveupdate/game-center/2014102600/2014102600_gtd.json,21.0,22.0
reg,2014102607,TB,MIN,8,2014,POST,http://www.nfl.com/liveupdate/game-center/2014102607/2014102607_gtd.json,13.0,19.0
reg,2014102606,NYJ,BUF,8,2014,POST,http://www.nfl.com/liveupdate/game-center/2014102606/2014102606_gtd.json,23.0,43.0
reg,2014102605,NE,CHI,8,2014,POST,http://www.nfl.com/liveupdate/game-center/2014102605/2014102605_gtd.json,51.0,23.0
reg,2014102601,CAR,SEA,8,2014,POST,http://www.nfl.com/liveupdate/game-center/2014102601/2014102601_gtd.json,9.0,13.0
reg,2014102603,JAC,MIA,8,2014,POST,http://www.nfl.com/liveupdate/game-center/2014102603/2014102603_gtd.json,13.0,27.0
reg,2014102602,CIN,BAL,8,2014,POST,http://www.nfl.com/liveupdate/game-center/2014102602/2014102602_gtd.json,27.0,24.0
reg,2014102608,TEN,HOU,8,2014,POST,http://www.nfl.com/liveupdate/game-center/2014102608/2014102608_gtd.json,16.0,30.0
reg,2014102604,KC,STL,8,2014,POST,http://www.nfl.com/liveupdate/game-center/2014102604/2014102604_gtd.json,34.0,7.0
reg,2014102609,ARI,PHI,8,2014,POST,http://www.nfl.com/liveupdate/game-center/2014102609/2014102609_gtd.json,24.0,20.0
reg,2014102611,PIT,IND,8,2014,POST,http://www.nfl.com/liveupdate/game-center/2014102611/2014102611_gtd.json,51.0,34.0
reg,2014102610,CLE,OAK,8,2014,POST,http://www.nfl.com/liveupdate/game-center/2014102610/2014102610_gtd.json,23.0,13.0
reg,2014102612,NO,GB,8,2014,POST,http://www.nfl.com/liveupdate/game-center/2014102612/2014102612_gtd.json,44.0,23.0
reg,2014102700,DAL,WAS,8,2014,POST,http://www.nfl.com/liveupdate/game-center/2014102700/2014102700_gtd.json,17.0,20.0
reg,2014103000,CAR,NO,9,2014,POST,http://www.nfl.com/liveupdate/game-center/2014103000/2014103000_gtd.json,10.0,28.0
reg,2014110201,CLE,TB,9,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110201/2014110201_gtd.json,22.0,17.0
reg,2014110202,DAL,ARI,9,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110202/2014110202_gtd.json,17.0,28.0
reg,2014110203,HOU,PHI,9,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110203/2014110203_gtd.json,21.0,31.0
reg,2014110204,KC,NYJ,9,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110204/2014110204_gtd.json,24.0,10.0
reg,2014110200,CIN,JAC,9,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110200/2014110200_gtd.json,33.0,23.0
reg,2014110205,MIA,SD,9,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110205/2014110205_gtd.json,37.0,0.0
reg,2014110206,MIN,WAS,9,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110206/2014110206_gtd.json,29.0,26.0
reg,2014110207,SF,STL,9,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110207/2014110207_gtd.json,10.0,13.0
reg,2014110208,NE,DEN,9,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110208/2014110208_gtd.json,43.0,21.0
reg,2014110209,SEA,OAK,9,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110209/2014110209_gtd.json,30.0,24.0
reg,2014110210,PIT,BAL,9,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110210/2014110210_gtd.json,43.0,23.0
reg,2014110300,NYG,IND,9,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110300/2014110300_gtd.json,24.0,40.0
reg,2014110600,CIN,CLE,10,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110600/2014110600_gtd.json,3.0,24.0
reg,2014110901,BUF,KC,10,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110901/2014110901_gtd.json,13.0,17.0
reg,2014110902,DET,MIA,10,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110902/2014110902_gtd.json,20.0,16.0
reg,2014110903,JAC,DAL,10,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110903/2014110903_gtd.json,17.0,31.0
reg,2014110904,NO,SF,10,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110904/2014110904_gtd.json,24.0,27.0
reg,2014110900,BAL,TEN,10,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110900/2014110900_gtd.json,21.0,7.0
reg,2014110905,NYJ,PIT,10,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110905/2014110905_gtd.json,20.0,13.0
reg,2014110906,TB,ATL,10,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110906/2014110906_gtd.json,17.0,27.0
reg,2014110907,OAK,DEN,10,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110907/2014110907_gtd.json,17.0,41.0
reg,2014110908,ARI,STL,10,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110908/2014110908_gtd.json,31.0,14.0
reg,2014110909,SEA,NYG,10,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110909/2014110909_gtd.json,38.0,17.0
reg,2014110910,GB,CHI,10,2014,POST,http://www.nfl.com/liveupdate/game-center/2014110910/2014110910_gtd.json,55.0,14.0
reg,2014111000,PHI,CAR,10,2014,POST,http://www.nfl.com/liveupdate/game-center/2014111000/2014111000_gtd.json,45.0,21.0
reg,2014111300,MIA,BUF,11,2014,POST,http://www.nfl.com/liveupdate/game-center/2014111300/2014111300_gtd.json,22.0,9.0
reg,2014111601,CHI,MIN,11,2014,POST,http://www.nfl.com/liveupdate/game-center/2014111601/2014111601_gtd.json,21.0,13.0
reg,2014111602,CLE,HOU,11,2014,POST,http://www.nfl.com/liveupdate/game-center/2014111602/2014111602_gtd.json,7.0,23.0
reg,2014111600,CAR,ATL,11,2014,POST,http://www.nfl.com/liveupdate/game-center/2014111600/2014111600_gtd.json,17.0,19.0
reg,2014111605,NO,CIN,11,2014,POST,http://www.nfl.com/liveupdate/game-center/2014111605/2014111605_gtd.json,10.0,27.0
reg,2014111608,WAS,TB,11,2014,POST,http://www.nfl.com/liveupdate/game-center/2014111608/2014111608_gtd.json,7.0,27.0
reg,2014111607,STL,DEN,11,2014,POST,http://www.nfl.com/liveupdate/game-center/2014111607/2014111607_gtd.json,22.0,7.0
reg,2014111606,NYG,SF,11,2014,POST,http://www.nfl.com/liveupdate/game-center/2014111606/2014111606_gtd.json,10.0,16.0
reg,2014111604,KC,SEA,11,2014,POST,http://www.nfl.com/liveupdate/game-center/2014111604/2014111604_gtd.json,24.0,20.0
reg,2014111609,SD,OAK,11,2014,POST,http://www.nfl.com/liveupdate/game-center/2014111609/2014111609_gtd.json,13.0,6.0
reg,2014111610,ARI,DET,11,2014,POST,http://www.nfl.com/liveupdate/game-center/2014111610/2014111610_gtd.json,14.0,6.0
reg,2014111603,GB,PHI,11,2014,POST,http://www.nfl.com/liveupdate/game-center/2014111603/2014111603_gtd.json,53.0,20.0
reg,2014111611,IND,NE,11,2014,POST,http://www.nfl.com/liveupdate/game-center/2014111611/2014111611_gtd.json,20.0,42.0
reg,2014111700,TEN,PIT,11,2014,POST,http://www.nfl.com/liveupdate/game-center/2014111700/2014111700_gtd.json,24.0,27.0
reg,2014112000,OAK,KC,12,2014,POST,http://www.nfl.com/liveupdate/game-center/2014112000/2014112000_gtd.json,24.0,20.0
reg,2014112300,ATL,CLE,12,2014,POST,http://www.nfl.com/liveupdate/game-center/2014112300/2014112300_gtd.json,24.0,26.0
reg,2014112307,PHI,TEN,12,2014,POST,http://www.nfl.com/liveupdate/game-center/2014112307/2014112307_gtd.json,43.0,24.0
reg,2014112306,NE,DET,12,2014,POST,http://www.nfl.com/liveupdate/game-center/2014112306/2014112306_gtd.json,34.0,9.0
reg,2014112305,MIN,GB,12,2014,POST,http://www.nfl.com/liveupdate/game-center/2014112305/2014112305_gtd.json,21.0,24.0
reg,2014112304,IND,JAC,12,2014,POST,http://www.nfl.com/liveupdate/game-center/2014112304/2014112304_gtd.json,23.0,3.0
reg,2014112303,HOU,CIN,12,2014,POST,http://www.nfl.com/liveupdate/game-center/2014112303/2014112303_gtd.json,13.0,22.0
reg,2014112302,CHI,TB,12,2014,POST,http://www.nfl.com/liveupdate/game-center/2014112302/2014112302_gtd.json,21.0,13.0
reg,2014112309,SEA,ARI,12,2014,POST,http://www.nfl.com/liveupdate/game-center/2014112309/2014112309_gtd.json,19.0,3.0
reg,2014112308,SD,STL,12,2014,POST,http://www.nfl.com/liveupdate/game-center/2014112308/2014112308_gtd.json,27.0,24.0
reg,2014112311,SF,WAS,12,2014,POST,http://www.nfl.com/liveupdate/game-center/2014112311/2014112311_gtd.json,17.0,13.0
reg,2014112310,DEN,MIA,12,2014,POST,http://www.nfl.com/liveupdate/game-center/2014112310/2014112310_gtd.json,39.0,36.0
reg,2014112312,NYG,DAL,12,2014,POST,http://www.nfl.com/liveupdate/game-center/2014112312/2014112312_gtd.json,28.0,31.0
reg,2014112301,BUF,NYJ,12,2014,POST,http://www.nfl.com/liveupdate/game-center/2014112301/2014112301_gtd.json,38.0,3.0
reg,2014112400,NO,BAL,12,2014,POST,http://www.nfl.com/liveupdate/game-center/2014112400/2014112400_gtd.json,27.0,34.0
reg,2014112700,DET,CHI,13,2014,POST,http://www.nfl.com/liveupdate/game-center/2014112700/2014112700_gtd.json,34.0,17.0
reg,2014112701,DAL,PHI,13,2014,POST,http://www.nfl.com/liveupdate/game-center/2014112701/2014112701_gtd.json,10.0,33.0
